id	name	code1	з1	з2	з3	з4	дост	temp1	price1	price1_name	price2	price2_name	price3	price3_name	price4	price4_name	lk1	lk2	lk3	lk4	cat	cat2	url	path	ord	code2	code3	4310	4326	43114	43118	43261	4350	6450	prim	prim2	img_path	img1	img2	img3	img4	img5	par1	text1	par2	text2	par3	text3	w	h	l	m	desc	Comment	desc1
383	Кулак разжимной правый	43114-3501110	1 428				0	1 250	1 640	завод, под заказ		аналог Наб.Челны	1 650	5320-3501110, оптовая цена			43114-3501111	4310-2304062	4310-2304067	4310-2304064	Мост передний	Кулаки	kulak-razzhimnoj-pravyj-43114-3501110	/kamaz-4310/catalog/zapchasti/	383				1	1	1	1	1	1	КамАЗ-43114, КамАЗ-43118, КамАЗ-4326, КамАЗ-53228, 65111, КамАЗ-43501 (4х4), КамАЗ-53501 (6х6), КамАЗ-53504 (6х6), КамАЗ-6450 8х8, КамАЗ-63501 8х8, КамАЗ-4350 (4х4), КамАЗ-5350 (6х6), КамАЗ-6350 (8х8), КамАЗ-43261 (Евро-1, 2).		/kamaz-4310/img/zap/	43114-3501110_2.jpg					Производитель	Кнорр-Бремзе КАМА					0.11	0.07	0.35	3.45	L=350мм	(ВЗАМЕН 4310-3501110)	
385	Кулак шарнира внутрений левый, короткий 20 шлицов (полуось передняя)	53228-2304065	7 954				1	6 700	9 150	завод		аналог Наб.Челны					53228-2304064	4310-2304067	43114-3501111	43114-3501110	Мост передний	Кулаки	kulak-sharnira-vnutrenij-levyj-53228-2304065	/kamaz-4310/catalog/zapchasti/	385				1	1	1	1	1	1	КамАЗ-43114, КамАЗ-43118, КамАЗ-4326, КамАЗ-53228, 65111, КамАЗ-43501 (4х4), КамАЗ-53501 (6х6), КамАЗ-53504 (6х6), КамАЗ-6450 8х8, КамАЗ-63501 8х8, КамАЗ-4350 (4х4), КамАЗ-5350 (6х6), КамАЗ-6350 (8х8), КамАЗ-43261 (Евро-1, 2).	шарнира переднего моста	/kamaz-4310/img/zap/	53228-2304065_2.jpg											0.102	0.08	0.591	10.28		Кулак поворотный	
387	Кулак шарнира внутренний левый, короткий 16 шлицов (полуось передняя)	4310-2304065	11 038				1	10 808	12 690	завод		аналог Наб.Челны					4310-2304064	4310-2304062	53228-2304065	53228-2304064	Мост передний	Кулаки	kulak-sharnira-vnutrennij-levyj-4310-2304065	/kamaz-4310/catalog/zapchasti/	387			1	1						КамАЗ-4310, КамАЗ-4326, КамАЗ-43101	Левая внутренняя полуось переднего моста	/kamaz-4310/img/zap/	4310-2304065_2.jpg											0.102	0.08	0.609	10.27		Кулак поворотный	
389	Кулак шарнира внутренний правый, длинный, 20 шлицов (полуось передняя)	53228-2304064	11 126				1	9 250	12 800	завод		аналог Наб.Челны					53228-2304065	4310-2304064	43114-3501111	43114-3501110	Мост передний	Кулаки	kulak-sharnira-vnutrennij-pravyj-53228-2304064	/kamaz-4310/catalog/zapchasti/	389				1	1	1	1	1	1	КамАЗ-43114, КамАЗ-43118, КамАЗ-53228, 65111, КамАЗ-43501 (4х4), КамАЗ-53501 (6х6), КамАЗ-53504 (6х6), КамАЗ-6450 8х8, КамАЗ-63501 8х8, КамАЗ-4350 (4х4), КамАЗ-5350 (6х6), КамАЗ-6350 (8х8), КамАЗ-43261 (Евро-1, 2).		/kamaz-4310/img/zap/	53228-2304064_2.jpg											0.08	0.102	1.027	16.31		Кулак поворотный	
391	Кулак шарнира внутренний правый, длинный, 16 шлицов (полуось передняя)	4310-2304064	9 850				1	10 506	11 330	завод		аналог Наб.Челны					4310-2304067	4310-2304062	53228-2304065	53228-2304064	Мост передний	Кулаки	kulak-sharnira-vnutrennij-pravyj-4310-2304064	/kamaz-4310/catalog/zapchasti/	391			1	1						КамАЗ-4310, КамАЗ-4326, КамАЗ-43101		/kamaz-4310/img/zap/	4310-2304064_2.jpg											0.08	0.102	1.025	16.31		Кулак поворотный	
393	Кулак шарнира переднего моста наружный	4310-2304062	4 950		4 950		1	6 820	5 690	завод		аналог Наб.Челны	5 690	с хранения, по запросу			4310-2304064	4310-2304067	43114-3501111	43114-3501110	Мост передний	Кулаки	kulak-sharnira-perednego-mosta-naruzhnyj-4310-2304062	/kamaz-4310/catalog/zapchasti/	393			1	1	1	1	1	1	1	КамАЗ-4310, КамАЗ-43101, КамАЗ-43114, КамАЗ-43118, КамАЗ-4326, КамАЗ-43261 (Евро-1, 2), КамАЗ-4350 (4х4), КамАЗ-43501 (4х4), КамАЗ-53228, 65111		/kamaz-4310/img/zap/	4310-2304062_2.jpg											0.08	0.104	0.313	6.505		Кулак поворотный	
395	Механизм включения высшей передачи	43114-1803012	5 537				1	5 820	6 370	завод		аналог Наб.Челны					43114-1803012	43114-1803010	4310-1803010-10		Коробка раздаточная		mehanizm-vklyucheniya-vysshej-peredachi-43114-1803012	/kamaz-4310/catalog/zapchasti/	395				1	1	1	1	1		КамАЗ-4326, КамАЗ-43114, КамАЗ-43118, КамАЗ-4326 (каталог 2003г), КамАЗ-53228, 65111, КамАЗ-43261 (Евро-1, 2).		/kamaz-4310/img/zap/	43114-1803012_2.jpg											0.1	0.1	0.48	2.2			
397	Механизм включения высшей передачи РК (раздаточной коробки)	65111-1803012	4 408				1	4 780	5 070	завод		аналог Наб.Челны					65111-1803010	43114-1803012	43114-1803010		Коробка раздаточная		mehanizm-vklyucheniya-vysshej-peredachi-rk-razdatochnoj-korobki-65111-1803012	/kamaz-4310/catalog/zapchasti/	397							1	1	1	КамАЗ-43501 (4х4), КамАЗ-53501 (6х6), КамАЗ-53504 (6х6), КамАЗ-6450 8х8, КамАЗ-63501 8х8, КамАЗ-4350 (4х4), КамАЗ-5350 (6х6), КамАЗ-6350 (8х8), КамАЗ-43261 (Евро-1, 2).		/kamaz-4310/img/zap/	65111-1803012_2.jpg											0.15	0.15	0.45	2.0			
399	Механизм включения высшей передачи РК (раздаточной коробки) в сборе 43114/4310	43114-1803012	5 537				1	5 150	6 370	завод		аналог Наб.Челны					43114-1803010	43114-1803012	4310-1803010-10	65111-1803012	Коробка раздаточная		mehanizm-vklyucheniya-vysshej-peredachi-rk-razdatochnoj-korobki-v-sbore-4310-1803012-10	/kamaz-4310/catalog/zapchasti/	399					1	1	1			КамАЗ-43114, КамАЗ-43118, КамАЗ-4326, КамАЗ-43261 (Евро-1, 2), КамАЗ-4350 (4х4), КамАЗ-43501 (4х4), КамАЗ-53228, 65111, 		/kamaz-4310/img/zap/	4310-1803012-10_2.jpg											0.1	0.1	0.5	1.91		Механизмы 43114-1803012 и 4310-1803012-10 включения высшей передачи НЕ взаимозаменяемы.	
401	Механизм включения низшей передачи РК (раздаточной коробки) в сборе	43114-1803010	5 283				1	4 970	6 080	завод		аналог Наб.Челны					43114-1803012	43114-1803012	4310-1803010-10	65111-1803010	Коробка раздаточная		mehanizm-vklyucheniya-nizshej-peredachi-rk-razdatochnoj-korobki-v-sbore-43114-1803010	/kamaz-4310/catalog/zapchasti/	401				1	1	1	1			КамАЗ-4326, КамАЗ-43114, КамАЗ-43118, КамАЗ-53228, 65111, КамАЗ-43261 (Евро-1, 2).		/kamaz-4310/img/zap/	43114-1803010_2.jpg											0.1	0.1	0.45	2.0			
403	Механизм включения низшей передачи РК (раздаточной коробки) в сборе	4310-1803010-10					-	4 980	-	завод, с консервации, по запросу		аналог Наб.Челны					4310-1804010	43114-1803010	43114-1803012		Коробка раздаточная		mehanizm-vklyucheniya-nizshej-peredachi-rk-razdatochnoj-korobki-v-sbore-4310-1803010-10	/kamaz-4310/catalog/zapchasti/	403			1	1						КамАЗ-4310, КамАЗ-4326, КамАЗ-43101		/kamaz-4310/img/zap/												0.1	0.1	0.45	2.0	Снята с производства. Не взаимозаменяемы с 43114-1803010, но некоторые ремонтники устанавливают. Уточняйте возможность у сотрудников автосервиса.		
405	Механизм включения низшей передачи РК (раздаточной коробки) в сборе	65111-1803010	4 622				1	4 820	5 320	завод		аналог Наб.Челны					65111-1803012	43114-1803012	43114-1803010	4310-1803010-10	Коробка раздаточная		mehanizm-vklyucheniya-nizshej-peredachi-rk-razdatochnoj-korobki-v-sbore-65111-1803010	/kamaz-4310/catalog/zapchasti/	405							1	1	1	КамАЗ-43501 (4х4), КамАЗ-53501 (6х6), КамАЗ-53504 (6х6), КамАЗ-6450 8х8, КамАЗ-63501 8х8, КамАЗ-4350 (4х4), КамАЗ-5350 (6х6), КамАЗ-6350 (8х8), КамАЗ-43261 (Евро-1, 2).		/kamaz-4310/img/zap/	65111-1803010_2.jpg											0.08	0.08	0.45	2.15			
407	Муфта блокировки дифференциала	4310-1802148	2 042	460			1	1 980	2 350	завод	530	аналог Наб.Челны					65111-1802148	43114-1802155	4310-1802150		Мост передний		mufta-blokirovki-differentsiala-4310-1802148	/kamaz-4310/catalog/zapchasti/	407			1	1	1	1	1			КамАЗ-4310, КамАЗ-4326, КамАЗ-43101, КамАЗ-43114, КамАЗ-43118, КамАЗ-53228, 65111, КамАЗ-43261 (Евро-1, 2).		/kamaz-4310/img/zap/	4310-1802148_2.jpg											0.09	0.09	0.03	0.78			
409	Муфта блокировки дифференциала	65111-1802148	1 997	550			1	1 920	2 300	завод	630	аналог Наб.Челны					4310-1802148	65111-1802155-10	65111-1802152-10		Мост передний		mufta-blokirovki-differentsiala-65111-1802148	/kamaz-4310/catalog/zapchasti/	409							1	1	1	КамАЗ-43501 (4х4), КамАЗ-53501 (6х6), КамАЗ-53504 (6х6), КамАЗ-6450 8х8, КамАЗ-63501 8х8, КамАЗ-43261 (Евро-1, 2).		/kamaz-4310/img/zap/	65111-1802148_2.jpg											0.1	0.04	0.1	0.93			
411	Обойма дифференциала РК (раздаточной коробки) с сателлитами	43114-1802155	28 649				1	26 660	32 950	завод		аналог Наб.Челны					65111-1802155-10	43114-1802150	43114-1802084	6520-2502036	Коробка раздаточная		obojma-differentsiala-rk-razdatochnoj-korobki-s-satellitami-43114-1802155	/kamaz-4310/catalog/zapchasti/	411				1	1	1	1			КамАЗ-43114, КамАЗ-43118, КамАЗ-4326, КамАЗ-43261 (Евро-1, 2), КамАЗ-53228, 65111		/kamaz-4310/img/zap/	43114-1802155_2.jpg											0.241	0.241	0.306	23.0			
413	Обойма дифференциала РК (раздаточной коробки) с сателлитами	65111-1802155-10	42 800				1	50 470	49 220	завод		аналог Наб.Челны					43114-1802155	65111-1802152-10	65111-1802084-10	6520-2502036	Коробка раздаточная		obojma-differentsiala-rk-razdatochnoj-korobki-s-satellitami-65111-1802155-10	/kamaz-4310/catalog/zapchasti/	413							1			КамАЗ-43261 (Евро-1, 2).		/kamaz-4310/img/zap/	65111-1802155-10_2.jpg	65111-1802155-10_3.jpg										0.241	0.241	0.306	23.0			
415	Опора шаровая поворотного кулака с шкворнями в сборе	4310-2304012	28 800				1	27 530	33 120	завод, под заказ		аналог Наб.Челны					4310-2304066	5320-3001019	53205-3001019-10		Мост передний		opora-sharovaya-povorotnogo-kulaka-s-shkvornyami-v-sbore-4310-2304012	/kamaz-4310/catalog/zapchasti/	415			1	1	1	1	1	1	1	КамАЗ-4310, КамАЗ-43101, КамАЗ-43114, КамАЗ-43118, КамАЗ-4326, КамАЗ-43261 (Евро-1, 2), КамАЗ-4350 (4х4), КамАЗ-43501 (4х4), КамАЗ-53228, 65111		/kamaz-4310/img/zap/	4310-2304012_2.jpg											0.214	0.284	0.31	18.5			
417	Полуось левая заднего моста КАМАЗ 43118	43118-2403069	13 537				1	10 500	15 570	завод		аналог Наб.Челны					43118-2403070	53205-2403050			Мост задний		poluos-levaya-43118-2403069	/kamaz-4310/catalog/zapchasti/	417					1	1	1	1	1	КамАЗ-43114, КамАЗ-43118, КамАЗ-4326 (каталог 2003г), КамАЗ-43501 (4х4), КамАЗ-53501 (6х6), КамАЗ-53504 (6х6), КамАЗ-6450 8х8, КамАЗ-63501 8х8, КамАЗ-4350 (4х4), КамАЗ-5350 (6х6), КамАЗ-6350 (8х8), КамАЗ-43261 (Евро-1, 2).		/kamaz-4310/img/zap/	43118-2403069_2.jpg	43118-2403069_1.jpg										0.191	0.191	1.288	24			
419	Полуось правая заднего моста КАМАЗ 43118	43118-2403070	11 777				1	11 070	13 540	завод		аналог Наб.Челны					43118-2403069	53205-2403050			Мост задний		poluos-pravaya-43118-2403070	/kamaz-4310/catalog/zapchasti/	419				1	1	1	1			КамАЗ-43114, КамАЗ-43118, КамАЗ-4326, КамАЗ-43501 (4х4), КамАЗ-53501 (6х6), КамАЗ-53504 (6х6), КамАЗ-6450 8х8, КамАЗ-63501 8х8, КамАЗ-4350 (4х4), КамАЗ-5350 (6х6), КамАЗ-6350 (8х8), КамАЗ-43261 (Евро-1, 2).		/kamaz-4310/img/zap/	43118-2403070_2.jpg											0.19	0.19	1.0	19.88			
418	Полуось правая короткая заднего моста КАМАЗ 53205	53205-2403070	9 505				1	7 500	10 930	завод							53205-2403071	43118-2403069	43118-2403070		Мост задний		poluos-pravaya-53205-2403070	/kamaz-4310/catalog/zapchasti/	418							1	1	1	КАМАЗ-65115		/kamaz-4310/img/zap/												0.191	0.191	0.93	16.9			
420	Полуось левая длинная заднего моста КАМАЗ 53205	53205-2403071	9 682				1	7 500	11 130	завод, под заказ							53205-2403070	43118-2403069	43118-2403070		Мост задний		poluos-levaya-53205-2403071	/kamaz-4310/catalog/zapchasti/	420							1	1	1	КАМАЗ-65115		/kamaz-4310/img/zap/												0.19	0.19	1.21	20.6	Полуось КАМАЗ ЗМ левая 20 зубов без блокир. (ПАО КАМАЗ) 		
421	Синхронизатор 4-й и 5-й передач в сборе	14.1701151	3 250				1	4 590	3 740	завод							142.1701151	15.1770160	152.1770160		Коробка передач	синхронизаторы	sinhronizator-4-j-i-5-j-peredach-v-sbore-14.1701151	/kamaz-4310/catalog/zapchasti/	421			1	1						КамАЗ-4310, КамАЗ-4326, КамАЗ-5315, КамАЗ-5320, КамАЗ-53212, КамАЗ-5410, КамАЗ-54112, КамАЗ-5511, КамАЗ-55102, КамАЗ-65115, ЗИЛ 133ГЯ, УРАЛ-4320, УРАЛ-43202, УРАЛ-5557, КамАЗ-43101, УРАЛ-4420.	Применяется для КП моделей 14,15, также в ограниченных комплектациях КП 141.	/kamaz-4310/img/zap/	14.1701151_2.jpg	14.1701151_3.jpg										0.19	0.072	0.025	0.16	Синхронизатор изготавливается из высокопрочных легированных сталей, кроме фрикционных колец, которые изготовлены из латуни. Допускается замена на синхронизатор 142.1701151 с одновременной установкой в КП первичного вала 142.1701027 (или 142.1701025), шестерни пятой передачи 142.1701115. Рекомендуется одновременно установить вторичный вал 142.1701105.		
423	Синхронизатор 4-й и 5-й передач в сборе	142.1701151					-	6 370	-	завод							14.1701151	15.1770160	152.1770160		Коробка передач	синхронизаторы	sinhronizator-4-j-i-5-j-peredach-v-sbore-142.1701151	/kamaz-4310/catalog/zapchasti/	423					1	1	1	1	1	КамАЗ-43114, КамАЗ-43118, КамАЗ-4326 (каталог 2003г), КамАЗ-4308, 740.31-240 (Евро 2), КамАЗ-53228, 65111, КамАЗ-43261 (Евро-1, 2), КамАЗ-6540, 		/kamaz-4310/img/zap/	142.1701151_2.jpg											0.186	0.072	0.186	5.2			
425	Синхронизатор делителя КПП (с/сбор)	15.1770160					-	3 360	-	завод, под заказ							14.1701151	142.1701151	152.1770160		Коробка передач	синхронизаторы	sinhronizator-delitelya-kpp-ssbor-15.1770160	/kamaz-4310/catalog/zapchasti/	425							1			КамАЗ-5315, КамАЗ-5320, КамАЗ-53212, КамАЗ-5410, КамАЗ-54112, КамАЗ-5511, КамАЗ-55102		/kamaz-4310/img/zap/	15.1770160_2.jpg											0.187	0.087	0.187	5.3			
427	Синхронизатор делителя передач КПП	152.1770160	5 466				-	3 860	6 290	завод							15.1770160	142.1701151	14.1701151		Коробка передач	синхронизаторы	sinhronizator-delitelya-peredach-kpp-152.1770160	/kamaz-4310/catalog/zapchasti/	427						1	1			КамАЗ-65115, КамАЗ-6540, КамАЗ-43118, 740.31-240 (Евро 2), КамАЗ-43261 (Евро-1, 2).		/kamaz-4310/img/zap/	152.1770160_2.jpg											0.2	0.1	0.2	5.35	Синхронизатор делителя передач в сборе 152.1770160. Устанавливается в модели КП 152 различных комплектаций. Допускается устанавливать вместо синхронизатора 15.1770160 в моделях КП 15.		
429	Ступица колеса (голый)	43114-3103015-20		4 600			-	4 260	-	завод	5 290	аналог Ижевск					4310-2304090	4310-2502020			Мост передний		stupitsa-kolesa-golyj-43114-3103015-10	/kamaz-4310/catalog/zapchasti/	429			1	1						КамАЗ-4310, КамАЗ-4326, КамАЗ-43101		/kamaz-4310/img/zap/	43114-3103015-10_2.jpg											0.32	0.25	0.32	55.5	Ступица представляет собой отливку из высокопрочного чугуна с фланцем для крепления колес, посадочными местами под подшипники, манжету и ротор датчика скорости. Предназначена под дисковые колеса		
431	Усилитель пневмогидравлический ПГУ сцепления в сборе	5320-1609510	7 516				1	6 900	8 640	завод							142.1601090	43114-3103015-20	14.1601090-10	14.1601094	Сцепление		usilitel-pnevmogidravlicheskij-pgu-stsepleniya-v-sbore-5320-1609510	/kamaz-4310/catalog/zapchasti/	431			1	1	1	1	1			КамАЗ-4310, КамАЗ-4326, КамАЗ-5315, КамАЗ-5320, КамАЗ-53212, КамАЗ-5410, КамАЗ-54112, КамАЗ-5511, КамАЗ-55102, КамАЗ-65115, КамАЗ-5297, КамАЗ-43101, КамАЗ-6540, КамАЗ-43114, КамАЗ-43118, КамАЗ-4326, КамАЗ-53228, 65111, КамАЗ-43261 (Евро-1, 2), МАЗ-555142.		/kamaz-4310/img/zap/	5320-1609510_2.jpg											0.245	0.139	0.03	0.51	Пневмогидроусилитель 5320-1609510 имеет чугунный корпус и алюминиевую заднюю крышку.		
433	Фланец ведущего вала (круглый, Евро)	53205-2402036	2 403				0	2 310	2 760	завод, под заказ							53205-2402036	5320-2402036	6520-2502036		Мост передний	Фланец	flanets-vedushchego-vala-kruglyj-evro-53205-2402036	/kamaz-4310/catalog/zapchasti/	433										КамАЗ-65115, КамАЗ-6540, КамАЗ-43114, КамАЗ-43118, КамАЗ-4326 (каталог 2003г), КамАЗ-53228, 65111, КамАЗ-65116, КамАЗ-43501 (4х4), КамАЗ-53501 (6х6), КамАЗ-53504 (6х6), КамАЗ-6450 8х8, КамАЗ-63501 8х8, КамАЗ-4350 (4х4), КамАЗ-5350 (6х6), КамАЗ-6350 (8х8), КамАЗ-4308 (2008), КамАЗ-43261 (Евро-1, 2).		/kamaz-4310/img/zap/	53205-2402036_2.jpg											0.15	0.085	0.15	2.66			
435	Фланец ведущего вала в сборе заднего моста	5320-2402036	1 468				0	1 310	1 690	завод, под заказ							53205-2402036	53205-2402036	6520-2502036		Мост задний	Фланец	flanets-vedushchego-vala-v-sbore-zadnego-mosta-5320-2402036	/kamaz-4310/catalog/zapchasti/	435			1	1	1	1	1			КамАЗ-4310, КамАЗ-4326, КамАЗ-5320, КамАЗ-53212, КамАЗ-5410, КамАЗ-54112, КамАЗ-5511, КамАЗ-55102, КамАЗ-65115, КамАЗ-43101, КамАЗ-43114, КамАЗ-43118.		/kamaz-4310/img/zap/	5320-2402036_2.jpg											0.12	0.083	0.1				
437	Фланец ведущего вала РК переднего моста	53205-2402036	2 403				0	2 310	3 240	завод, в наличии							53205-2402036	5320-2402036	6520-2502036	6520-2502037	Мост передний	Фланец	flanets-vedushchego-vala-rk-perednego-mosta-53205-2402036	/kamaz-4310/catalog/zapchasti/	437				1	1	1	1			КамАЗ-43114, КамАЗ-43118, КамАЗ-4326 (каталог 2003г), КамАЗ-53228, 65111, КамАЗ-65116, КамАЗ-43501 (4х4), КамАЗ-53501 (6х6), КамАЗ-53504 (6х6), КамАЗ-6450 8х8, КамАЗ-63501 8х8, КамАЗ-4350 (4х4), КамАЗ-5350 (6х6), КамАЗ-6350 (8х8), КамАЗ-4308 (2008), КамАЗ-43261 (Евро-1, 2).		/kamaz-4310/img/zap/	53205-2402036-2_2.jpg											0.15	0.085	0.15	2.66			
439	Фланец ведущий сред. и зад/моста -6520,-6460	6520-2502036	3 291				0	3 160	3 780	завод, под заказ							4310-1802150	43114-1802150	4310-1802150	6520-2502037	Коробка раздаточная	Фланец	flanets-vedushchij-sred-i-zad-mosta_6520-2502036	/kamaz-4310/catalog/zapchasti/	439							1	1	1	КамАЗ-43261 (Евро-1, 2), КамАЗ-4350 (4х4), КамАЗ-43501 (4х4), КамАЗ-5297, КамАЗ-5460 (каталог 2005 г.), КамАЗ-6460, КамАЗ-6520, КамАЗ-6520 (Euro-2, 3), КамАЗ-6522, КамАЗ-65226	задний мост и передний мост	/kamaz-4310/img/zap/	6520-2502036_2.jpg											0.18	0.075	0.18	3.56	На 036 два пыльника и ставятся на вход,на 037 один пыльник на выход. Все остальное идентично.	Фланец ведущего вала ЗМ и ПМ КамАЗ-6520, 1 маслоотражатель	
443	Фланец ведущий ступицы переднего колеса	4310-2304090	2 128	1 560	1 540		1	2 003	2 450	завод	1 790	аналог Наб.Челны	1 770	с хранения, по запросу			43114-3103015-20	43114-3103015-20	6520-2502037	Фланец ведущего вала РК переднего моста	Мост передний	Фланец	flanets-vedushchij-stupitsy-perednego-kolesa-4310-2304090	/kamaz-4310/catalog/zapchasti/	443			1	1	1	1	1	1	1	КамАЗ-4310, КамАЗ-43101, КамАЗ-43114, КамАЗ-43118, КамАЗ-4326, КамАЗ-43261 (Евро-1, 2), КамАЗ-4350 (4х4), КамАЗ-43501 (4х4), КамАЗ-53228, 65111		/kamaz-4310/img/zap/	4310-2304090_2.jpg																	
445	Фланец КамАЗ-6520,6460 ведущий среднего моста	6520-2502037	3 414				1	3 280	3 930	завод							4310-2304090	53205-2402036	6520-2502036	53205-2402036	Мост средний	Фланец	flanets-kamaz-65206460-vedushchij-srednego-mosta-6520-2502037	/kamaz-4310/catalog/zapchasti/	445							1	1	1	КамАЗ-6460, КамАЗ-6520, КамАЗ-6522, Мосты КамАЗ-6522, КамАЗ-6520 (Euro-2, 3), КамАЗ-6522 (Euro-2, 3), КамАЗ-65226.	задний мост и передний мост	/kamaz-4310/img/zap/	6520-2502037_2.jpg											0.18	0.075	0.18	3.56	На 036 два пыльника и ставятся на вход,на 037 один пыльник на выход. Все остальное идентично.	Фланец ведущего вала ЗМ и ПМ КамАЗ-6520, 1 маслоотражатель	
449	Фланец КПП 240 круглый (8 отв.) 	152.1701240					-	3 380	-	завод, под заказ							14.1701130				Коробка передач	Фланец	flanets-kpp-kruglyj-152.1701240	/kamaz-4310/catalog/zapchasti/	449									1	КамАЗ-5315, КамАЗ-5320, КамАЗ-53212, КамАЗ-5410, КамАЗ-54112, КамАЗ-5511, КамАЗ-55102, КамАЗ-5297, 740.11-240, 740.31-240 (2006).	КамАЗ КПП-14, 15	/kamaz-4310/img/zap/	152.1701240_2.jpg											0.205	0.082	0.205	3.5			
455	Цапфа поворотного кулака передняя правая в сборе	4310-2304080					-	8 960	-	под заказ, с хранения	13 580	взаимо-заменяемый - 43114-2304080					4310-2304081	4310-2401081	4310-2304081	4310-2401080	Подвод воздуха к шинам		tsapfa-povorotnogo-kulaka-v-sbore-4310-2304080	/kamaz-4310/catalog/zapchasti/	455			1	1	1	1	1	1	1	КамАЗ-4310, КамАЗ-43101, КамАЗ-43114, КамАЗ-43118, КамАЗ-4326, КамАЗ-43261 (Евро-1, 2), КамАЗ-4350 (4х4), КамАЗ-43501 (4х4), КамАЗ-53228, 65111	для переднего ведущего моста автомобиля	/kamaz-4310/img/zap/	4310-2304080_2.jpg											0.24	0.22	0.22	10		Цапфа кулака поворотного КАМАЗ-4310,43114 правая (ПАО КАМАЗ). Цапфа - ось заднего колеса автомобиля.	
459	Цапфа поворотного кулака передняя левая в сборе	4310-2304081					-	10 080	-	под заказ, с хранения	13 580	взаимо-заменяемый - 43114-2304081					4310-2304080	4310-2401080	4310-2401081	43114-2304081	Подвод воздуха к шинам		tsapfa-povorotnogo-kulaka-v-sbore-4310-2304081	/kamaz-4310/catalog/zapchasti/	459			1	1	1	1	1	1	1	КамАЗ-4310, КамАЗ-43101, КамАЗ-43114, КамАЗ-43118, КамАЗ-4326, КамАЗ-43261 (Евро-1, 2), КамАЗ-4350 (4х4), КамАЗ-43501 (4х4), КамАЗ-53228, 65111, КамАЗ-6450	ось передняя	/kamaz-4310/img/zap/	4310-2304080_2.jpg											0.25	0.239	0.252	13.2		Цапфы на передний и задний мост имеют одинаковую основу 4310-2304085/084 ● На передний мост устанавливается втулка бронзовая на задний мост нет	
463	Цапфа поворотного кулака задняя правая в сборе	4310-2401080					-	9 060	-	под заказ, с хранения	11 210	взаимо-заменяемый - 43114-2401080					4310-2401081	4310-2304081	4310-2304080	4310-2401081	Подвод воздуха к шинам		tsapfa-povorotnogo-kulaka-pravaya-v-sbore-4310-2401080	/kamaz-4310/catalog/zapchasti/	463			1	1	1	1	1	1	1	КамАЗ-4310, КамАЗ-43101, КамАЗ-43114, КамАЗ-43118, КамАЗ-4326, КамАЗ-43261 (Евро-1, 2), КамАЗ-4350 (4х4), КамАЗ-43501 (4х4), КамАЗ-53228, 65111, КамАЗ-6450	ось заднего колеса автомобиля.	/kamaz-4310/img/zap/	4310-2401080_2.jpg											0.25	0.239	0.252	13.2	в сборе, с головкой подвода воздуха	Произошла замена шланга с 4310-3125050-20 на 5320-3125060-20 и замена штуцера с 4310-3124065 на 4310-3124066.	
451	Цапфа заднего моста левая в сборе 43114/4310	4310-2401081					-	8 960	-	под заказ, с хранения	11 220	взаимо-заменяемый - 43114-2401081					4310-2401080	43114-2401081	4310-2304081	4310-2401080	Подвод воздуха к шинам		tsapfa-levaya-v-sbore-4310-2401081	/kamaz-4310/catalog/zapchasti/	451			1	1	1	1	1	1		КамАЗ-4310, КамАЗ-43101, КамАЗ-43114, КамАЗ-43118, КамАЗ-4326, КамАЗ-43261 (Евро-1, 2), КамАЗ-4350 (4х4), КамАЗ-43501 (4х4)		/kamaz-4310/img/zap/	4310-2401081_2.jpg											0.275	0.275	0.227	12.56	 Цапфа заднего моста КамАЗ-43261 (Евро-1, 2)		
461	Цапфа поворотного кулака передняя левая в сборе	43114-2304081	11 808				1	10 080	13 580	завод							43114-2304080	4310-2304081	43114-2401081	43114-2401080	Подвод воздуха к шинам		tsapfa-povorotnogo-kulaka-v-sbore-43114-2304081	/kamaz-4310/catalog/zapchasti/	461							1	1	1	КамАЗ-43501 (4х4), КамАЗ-53501 (6х6), КамАЗ-53504 (6х6), КамАЗ-6450 8х8, КамАЗ-63501 8х8, КамАЗ-43261 (Евро-1, 2)	ось передняя	/kamaz-4310/img/zap/	43114-2304081_2.jpg											0.25	0.239	0.252	13.2		Цапфа левая КамАЗ-43114, 43118 ,4326	
457	Цапфа поворотного кулака передняя правая в сборе	43114-2304080	11 808				1	11 080	13 580	завод							43114-2304081	4310-2304080	43114-2401081	43114-2401080	Подвод воздуха к шинам		tsapfa-povorotnogo-kulaka-v-sbore-43114-2304080	/kamaz-4310/catalog/zapchasti/	457							1	1	1	КамАЗ-43501 (4х4), КамАЗ-53501 (6х6), КамАЗ-53504 (6х6), КамАЗ-6450 8х8, КамАЗ-63501 8х8, КамАЗ-43261 (Евро-1, 2).	ось передняя	/kamaz-4310/img/zap/	43114-2304080_2.jpg											0.22	0.22	0.22	10		Цапфа правая КамАЗ-43114, 43118, 4326	
